Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_Status,Housing_Type,Age,Employed_Year,Work_Phone,Phone,Email_Id,Type_Occupation,Family_Members,Label
F,N,N,0,76500.0,Pensioner,Secondary,Married,House,57.0,-0.0,0,1,0,Others,2,0
F,N,Y,0,69372.0,Working,Secondary,Married,House,44.0,1.0,1,1,0,Laborers,2,0
F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House,29.0,8.0,1,1,0,Managers,3,0
F,N,N,0,117000.0,Working,Secondary,Married,House,57.0,7.0,0,0,0,Others,2,0
F,N,Y,0,202500.0,Commercial associate,Secondary,Civil marriage,House,47.0,13.0,0,0,1,Sales staff,2,0
F,N,Y,2,126000.0,Working,Secondary,Married,House,28.0,5.0,1,1,0,Sales staff,4,0
F,N,Y,0,135000.0,Pensioner,Secondary,Married,House,57.0,-0.0,0,0,0,Others,2,0
M,N,N,0,180000.0,Working,Secondary,Single,With parents,36.0,5.0,0,0,0,Drivers,1,0
F,Y,Y,0,225000.0,Commercial associate,Secondary,Single,House,34.0,4.0,0,1,0,High skill tech staff,1,0
M,N,Y,0,81000.0,Commercial associate,Higher education,Single,House,28.0,6.0,0,1,0,Laborers,1,0
F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House,36.0,8.0,0,0,0,Others,3,0
F,N,N,0,90000.0,Pensioner,Secondary,Widow,House,59.0,-0.0,0,1,0,Others,1,0
M,Y,Y,1,225000.0,Working,Secondary,Married,House,32.0,3.0,0,1,0,Drivers,3,0
F,N,Y,0,157500.0,Pensioner,Secondary,Married,House,62.0,-0.0,0,1,0,Others,2,0
F,N,Y,0,103500.0,Working,Secondary,Single,House,48.0,6.0,0,0,0,Sales staff,1,0
M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House,33.0,2.0,0,0,0,Managers,4,0
F,N,Y,3,37800.0,Pensioner,Secondary,Married,House,36.0,-0.0,0,0,0,Others,5,0
F,Y,N,0,135000.0,Pensioner,Secondary,Married,House,56.0,-0.0,0,1,1,Others,2,0
F,N,Y,0,157500.0,Commercial associate,Secondary,Married,House,48.0,9.0,0,0,0,Laborers,2,0
M,N,N,0,180000.0,Commercial associate,Higher education,Single,House,26.0,5.0,0,0,0,High skill tech staff,1,0
F,N,Y,0,135000.0,Working,Secondary,Single,House,38.0,1.0,0,0,0,Sales staff,1,0
M,N,Y,1,225000.0,Working,Higher education,Married,House,37.0,11.0,0,0,0,Core staff,3,0
M,Y,Y,2,225000.0,Working,Secondary,Married,House,29.0,10.0,0,0,0,Laborers,4,0
M,N,Y,0,225000.0,Working,Secondary,Single,House,28.0,2.0,0,0,0,Drivers,1,0
F,Y,N,0,126000.0,State servant,Incomplete higher,Single,House,33.0,15.0,1,0,0,Core staff,1,0
F,Y,Y,2,135000.0,Working,Secondary,Married,House,44.0,9.0,0,0,0,Laborers,4,0
F,N,Y,1,202500.0,Working,Secondary,Married,House,44.0,3.0,0,0,1,Others,3,0
M,Y,Y,2,225000.0,Working,Secondary,Married,House,30.0,7.0,1,0,0,Laborers,4,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,44.0,2.0,0,0,0,Others,1,0
M,Y,Y,1,202500.0,Working,Secondary,Married,House,42.0,6.0,1,1,0,Drivers,3,0
M,N,N,1,247500.0,Working,Secondary,Single,House,46.0,19.0,0,1,0,Laborers,2,0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House,30.0,1.0,0,0,0,Managers,2,0
M,Y,N,1,112500.0,Working,Secondary,Married,House,54.0,7.0,0,0,0,Laborers,3,0
M,N,Y,1,112500.0,Working,Higher education,Married,House,38.0,15.0,1,1,0,Others,3,0
F,N,N,0,135000.0,State servant,Secondary,Single,House,43.0,5.0,0,0,0,Core staff,1,0
F,N,Y,0,207000.0,Working,Secondary,Single,House,51.0,7.0,0,0,0,Cooking staff,1,0
F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House,41.0,10.0,0,0,0,Core staff,2,0
F,Y,N,2,315000.0,Working,Secondary,Married,House,43.0,11.0,0,0,0,Sales staff,4,0
F,N,N,0,315000.0,Commercial associate,Secondary,Married,House,38.0,9.0,0,1,0,High skill tech staff,2,0
F,N,Y,0,112500.0,Working,Secondary,Married,House,41.0,7.0,0,1,0,Managers,2,0
F,Y,Y,0,121500.0,Working,Higher education,Married,House,28.0,5.0,0,0,1,Sales staff,2,0
F,N,Y,1,225000.0,Working,Secondary,Single,House,42.0,10.0,0,1,0,Private service staff,2,0
M,Y,N,0,225000.0,Working,Secondary,Civil marriage,Office apartment,58.0,9.0,0,0,0,Laborers,2,0
F,Y,Y,1,157500.0,Pensioner,Secondary,Married,House,57.0,-0.0,0,1,0,Others,3,0
F,N,N,0,225000.0,State servant,Secondary,Married,House,38.0,9.0,0,0,0,Managers,2,0
F,Y,Y,0,135000.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,0,0,Others,2,0
M,Y,Y,0,225000.0,State servant,Secondary,Married,House,38.0,11.0,1,1,0,High skill tech staff,2,0
F,Y,Y,0,270000.0,Commercial associate,Secondary,Separated,House,42.0,7.0,0,1,0,Sales staff,1,0
F,N,Y,0,202500.0,Pensioner,Secondary,Widow,House,58.0,-0.0,0,0,0,Others,1,0
M,N,Y,1,135000.0,Working,Secondary,Civil marriage,House,37.0,8.0,0,0,0,Others,3,0
F,N,N,0,112500.0,Pensioner,Secondary,Civil marriage,House,64.0,-0.0,0,1,0,Others,2,0
F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House,60.0,-0.0,0,0,0,Others,2,0
F,N,N,0,202500.0,Working,Secondary,Separated,House,47.0,12.0,0,0,0,Laborers,1,0
M,Y,Y,0,90000.0,Pensioner,Secondary,Married,House,51.0,-0.0,0,0,0,Others,2,0
M,N,Y,0,157500.0,Working,Higher education,Married,House,39.0,12.0,1,0,0,Laborers,2,0
M,N,Y,0,270000.0,Commercial associate,Secondary,Single,House,41.0,17.0,0,0,0,Laborers,1,0
F,N,Y,1,112500.0,Commercial associate,Secondary,Civil marriage,House,41.0,4.0,0,1,0,Sales staff,3,0
M,N,Y,0,135000.0,Working,Secondary,Single,House,30.0,2.0,0,1,0,Sales staff,1,0
F,N,Y,0,270000.0,Commercial associate,Secondary,Single,House,59.0,7.0,0,0,0,Accountants,1,0
M,Y,Y,0,112500.0,Working,Secondary,Single,House,28.0,5.0,0,0,0,Others,1,0
M,N,Y,0,225000.0,Commercial associate,Secondary,Married,House,33.0,10.0,0,0,0,Others,2,0
F,N,Y,0,54000.0,Pensioner,Higher education,Married,House,68.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,189000.0,Commercial associate,Secondary,Married,House,56.0,18.0,1,1,0,Others,2,0
F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House,43.0,8.0,0,0,0,Private service staff,3,0
F,N,Y,0,157500.0,Pensioner,Secondary,Single,House,67.0,-0.0,0,0,0,Others,1,0
F,N,Y,0,121500.0,Pensioner,Secondary,Married,House,62.0,-0.0,0,1,0,Others,2,0
M,N,Y,1,180000.0,Working,Higher education,Married,With parents,43.0,5.0,0,0,0,Cooking staff,3,0
F,N,Y,0,121500.0,Pensioner,Higher education,Widow,House,67.0,-0.0,0,0,0,Others,1,0
F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House,40.0,7.0,0,0,0,Managers,2,0
F,N,N,0,180000.0,Commercial associate,Secondary,Single,Municipal apartment,46.0,13.0,0,0,0,Sales staff,1,0
M,N,Y,0,315000.0,Working,Secondary,Married,House,54.0,4.0,0,0,0,Laborers,2,0
M,Y,Y,0,112500.0,Working,Secondary,Married,House,51.0,2.0,1,0,0,Others,2,0
F,N,N,0,90000.0,Commercial associate,Secondary,Married,House,24.0,2.0,0,0,0,Others,2,0
F,Y,Y,0,90000.0,Commercial associate,Secondary,Married,House,39.0,7.0,0,0,0,Medicine staff,2,0
F,N,N,0,45000.0,Working,Secondary,Separated,House,40.0,3.0,0,1,0,Sales staff,1,0
M,Y,Y,0,180000.0,State servant,Secondary,Married,House,27.0,8.0,0,0,0,Drivers,2,0
M,Y,Y,0,112500.0,Working,Secondary,Single,House,28.0,5.0,0,0,0,Others,1,0
M,Y,Y,1,135000.0,State servant,Higher education,Married,House,25.0,1.0,0,0,1,Core staff,3,0
M,N,Y,0,360000.0,Commercial associate,Secondary,Married,House,35.0,12.0,0,0,0,Managers,2,0
M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House,53.0,2.0,1,1,0,Laborers,2,0
F,Y,Y,0,99000.0,Working,Secondary,Married,House,58.0,7.0,0,0,0,Others,2,0
M,N,Y,0,270000.0,Working,Higher education,Single,House,42.0,9.0,0,1,0,Laborers,1,0
F,N,Y,0,157500.0,Working,Higher education,Married,House,34.0,5.0,0,1,0,Core staff,2,0
M,Y,N,0,180000.0,Working,Secondary,Married,House,44.0,1.0,1,0,0,Security staff,2,0
M,Y,N,0,315000.0,Working,Secondary,Married,House,46.0,14.0,1,1,0,Drivers,2,0
F,N,N,0,112500.0,Commercial associate,Secondary,Married,House,54.0,3.0,0,0,0,High skill tech staff,2,0
F,N,Y,0,180000.0,Commercial associate,Secondary,Married,House,58.0,8.0,0,0,0,Others,2,0
F,N,N,2,225000.0,Working,Secondary,Married,House,39.0,4.0,0,0,0,Medicine staff,4,0
M,Y,Y,0,90000.0,Working,Secondary,Married,House,33.0,15.0,1,1,0,Laborers,2,0
M,Y,Y,0,292500.0,State servant,Higher education,Married,House,35.0,7.0,0,0,0,High skill tech staff,2,0
F,N,Y,2,157500.0,Working,Secondary,Married,House,39.0,6.0,0,0,0,Laborers,4,0
F,N,Y,0,135000.0,Working,Secondary,Separated,House,41.0,4.0,0,0,0,Others,1,0
F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House,54.0,5.0,0,1,0,Accountants,2,0
F,N,Y,0,225000.0,Working,Higher education,Married,House,45.0,9.0,1,1,0,Managers,2,0
F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House,32.0,5.0,0,0,0,Managers,3,0
F,N,N,2,130500.0,Working,Secondary,Married,House,43.0,10.0,0,0,0,Sales staff,4,0
F,Y,N,0,112500.0,Working,Secondary,Married,House,29.0,10.0,0,0,0,Laborers,2,0
M,Y,N,1,202500.0,Commercial associate,Incomplete higher,Married,House,30.0,11.0,0,0,0,Laborers,3,0
F,N,Y,1,126000.0,Working,Higher education,Married,House,35.0,4.0,1,1,1,Sales staff,3,0
M,Y,Y,0,225000.0,Working,Secondary,Married,House,53.0,9.0,0,0,0,Laborers,2,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,57.0,7.0,0,0,0,Laborers,2,0
F,N,Y,1,112500.0,Working,Secondary,Married,House,40.0,12.0,0,0,0,Cooking staff,3,0
F,N,Y,1,105750.0,Working,Secondary,Married,With parents,35.0,4.0,0,0,0,Cleaning staff,3,0
M,Y,Y,0,180000.0,State servant,Higher education,Single,House,23.0,3.0,0,0,1,Others,1,0
M,N,N,0,360000.0,Commercial associate,Higher education,Married,House,56.0,5.0,0,1,0,Managers,2,0
M,Y,N,0,157500.0,Commercial associate,Secondary,Married,House,53.0,14.0,0,0,0,Laborers,2,0
F,N,Y,0,90000.0,Pensioner,Secondary,Single,House,64.0,-0.0,0,1,0,Others,1,0
F,N,Y,0,112500.0,Working,Secondary,Single,House,45.0,6.0,1,1,0,Managers,1,0
F,Y,Y,1,180000.0,Working,Secondary,Married,House,35.0,11.0,1,1,0,Others,3,0
M,Y,Y,0,225000.0,Working,Secondary,Married,House,49.0,4.0,1,0,0,Laborers,2,0
F,N,Y,0,67500.0,Pensioner,Secondary,Single,House,57.0,-0.0,0,1,0,Others,1,0
M,Y,Y,0,270000.0,Working,Secondary,Single,House,38.0,5.0,0,0,0,Laborers,1,0
F,N,N,0,202500.0,Commercial associate,Higher education,Married,House,32.0,11.0,0,0,0,High skill tech staff,2,0
F,Y,Y,0,144000.0,Commercial associate,Secondary,Civil marriage,House,36.0,11.0,1,1,0,Medicine staff,2,0
M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House,67.0,-0.0,0,0,0,Others,2,0
M,Y,N,0,180000.0,Commercial associate,Secondary,Married,Municipal apartment,27.0,9.0,1,0,0,Others,2,0
M,Y,Y,3,202500.0,Working,Secondary,Married,House,37.0,6.0,0,0,0,Laborers,5,0
M,N,N,0,202500.0,Working,Secondary,Civil marriage,House,63.0,1.0,0,0,0,Drivers,2,0
M,N,N,0,180000.0,Working,Incomplete higher,Civil marriage,With parents,22.0,1.0,1,0,1,Core staff,2,0
F,N,Y,0,126000.0,Working,Secondary,Married,House,66.0,6.0,0,1,0,Accountants,2,0
M,Y,Y,0,157500.0,Working,Higher education,Married,House,46.0,19.0,0,0,0,Laborers,2,0
M,Y,Y,1,225000.0,State servant,Secondary,Married,House,33.0,11.0,1,0,0,Laborers,3,0
F,Y,Y,0,202500.0,Working,Higher education,Widow,House,33.0,5.0,0,0,0,Managers,1,0
F,N,N,0,103500.0,Working,Secondary,Single,House,34.0,2.0,1,1,0,Sales staff,1,0
M,N,Y,0,90000.0,Working,Secondary,Separated,House,42.0,3.0,0,0,0,Low-skill Laborers,1,0
M,N,Y,0,135000.0,State servant,Secondary,Married,Rented apartment,29.0,7.0,1,0,1,Others,2,0
M,Y,N,0,67500.0,Working,Secondary,Married,House,62.0,6.0,0,0,0,Laborers,2,0
F,N,Y,0,135000.0,State servant,Incomplete higher,Married,House,43.0,10.0,0,0,0,Core staff,2,0
F,Y,Y,0,270000.0,Working,Secondary,Separated,House,47.0,2.0,0,0,0,Others,1,0
M,N,N,0,202500.0,Working,Secondary,Separated,House,40.0,18.0,0,0,0,Laborers,1,0
M,Y,N,1,292500.0,Working,Secondary,Separated,House,35.0,3.0,0,1,0,Laborers,2,0
F,N,N,0,225000.0,Pensioner,Higher education,Separated,House,61.0,-0.0,0,0,0,Others,1,0
F,N,N,1,135000.0,Commercial associate,Secondary,Married,With parents,38.0,4.0,0,0,0,Sales staff,3,0
F,N,N,0,76500.0,Pensioner,Secondary,Married,House,64.0,-0.0,0,1,0,Others,2,0
M,N,N,0,180000.0,Working,Secondary,Married,House,38.0,13.0,0,1,0,Laborers,2,0
F,N,Y,0,90000.0,Pensioner,Secondary,Civil marriage,House,64.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,157500.0,Working,Secondary,Married,House,55.0,13.0,0,0,0,Laborers,2,0
F,N,N,0,306000.0,State servant,Higher education,Married,House,35.0,16.0,0,0,0,Medicine staff,2,0
F,N,N,0,90000.0,Pensioner,Secondary,Single,Municipal apartment,56.0,-0.0,0,0,0,Others,1,0
M,N,Y,3,180000.0,Working,Secondary,Married,House,40.0,19.0,0,0,0,Laborers,5,0
F,N,Y,0,270000.0,Pensioner,Higher education,Married,House,57.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,112500.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,0,0,Others,2,0
M,N,Y,0,202500.0,Working,Secondary,Married,House,53.0,1.0,0,1,0,High skill tech staff,2,0
F,N,Y,0,180000.0,Commercial associate,Secondary,Widow,House,55.0,5.0,0,1,0,Laborers,1,0
F,N,Y,0,139500.0,Working,Secondary,Married,House,52.0,1.0,0,0,1,Cooking staff,2,0
M,Y,N,2,135000.0,Working,Secondary,Married,With parents,46.0,2.0,0,0,0,Others,4,0
M,Y,N,0,202500.0,Working,Secondary,Married,House,53.0,11.0,0,0,0,Drivers,2,0
F,Y,Y,0,112500.0,Working,Higher education,Married,House,28.0,2.0,1,1,0,Laborers,2,0
M,Y,Y,0,126000.0,Pensioner,Secondary,Separated,House,56.0,-0.0,0,1,0,Others,1,0
F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House,67.0,-0.0,0,0,0,Others,1,0
F,Y,Y,0,112500.0,Working,Secondary,Married,House,48.0,5.0,0,0,0,Sales staff,2,0
M,Y,Y,0,337500.0,Working,Higher education,Married,House,50.0,19.0,0,0,0,Managers,2,0
M,Y,N,1,193500.0,Working,Higher education,Married,House,50.0,11.0,1,1,0,Others,3,0
F,N,Y,2,180000.0,Commercial associate,Secondary,Married,House,36.0,11.0,0,0,0,Core staff,4,0
F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House,31.0,6.0,1,1,1,Others,3,0
M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House,65.0,-0.0,0,0,0,Others,2,0
F,N,N,0,90000.0,Pensioner,Secondary,Single,Municipal apartment,65.0,-0.0,0,0,0,Others,1,0
M,Y,N,0,180000.0,Working,Higher education,Married,With parents,32.0,7.0,0,1,0,Core staff,2,0
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House,35.0,4.0,0,0,0,Core staff,2,0
M,Y,N,2,157500.0,Working,Secondary,Married,Municipal apartment,35.0,4.0,0,0,0,Cleaning staff,4,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,50.0,15.0,0,0,0,Cleaning staff,2,0
M,Y,N,0,315000.0,Working,Higher education,Married,House,44.0,11.0,1,1,0,Managers,2,0
F,Y,Y,0,112500.0,Working,Secondary,Widow,House,54.0,8.0,0,0,0,Others,1,0
F,N,Y,0,135000.0,Pensioner,Secondary,Married,House,64.0,-0.0,0,1,0,Others,2,0
M,Y,N,1,99000.0,Pensioner,Secondary,Married,House,52.0,-0.0,0,1,0,Others,3,0
M,Y,N,0,270000.0,Commercial associate,Higher education,Single,House,27.0,1.0,0,0,0,Core staff,1,0
F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,34.0,9.0,0,0,0,Core staff,3,0
F,N,N,1,180000.0,State servant,Higher education,Married,House,39.0,7.0,1,1,1,Core staff,3,0
F,N,Y,0,141750.0,Pensioner,Higher education,Married,House,56.0,-0.0,0,1,0,Others,2,0
F,N,Y,0,180000.0,Working,Higher education,Married,House,53.0,12.0,0,0,0,Sales staff,2,0
F,N,Y,0,112500.0,State servant,Secondary,Civil marriage,House,51.0,17.0,0,1,0,Medicine staff,2,0
F,N,Y,1,225000.0,Working,Secondary,Married,With parents,28.0,1.0,0,0,0,Cleaning staff,3,0
F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House,25.0,1.0,1,0,1,Medicine staff,2,0
M,Y,N,0,202500.0,Working,Higher education,Married,House,42.0,9.0,0,0,0,Others,2,0
M,Y,Y,2,292500.0,Commercial associate,Secondary,Married,House,34.0,8.0,0,1,0,Others,4,0
F,N,Y,0,202500.0,Working,Secondary,Civil marriage,House,31.0,6.0,0,0,0,Core staff,2,0
F,Y,N,0,99000.0,Working,Secondary,Married,House,41.0,15.0,0,1,0,Cooking staff,2,0
M,N,Y,0,202500.0,Commercial associate,Secondary,Married,House,49.0,6.0,0,0,0,Laborers,2,0
F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House,41.0,10.0,1,1,1,Others,2,0
F,N,N,0,148500.0,Pensioner,Secondary,Widow,House,57.0,-0.0,0,1,0,Others,1,0
F,N,N,1,135000.0,Working,Higher education,Married,House,29.0,5.0,1,0,0,Core staff,3,0
M,Y,N,0,180000.0,Commercial associate,Secondary,Married,Municipal apartment,39.0,8.0,1,0,0,Drivers,2,0
F,N,Y,1,180000.0,Pensioner,Higher education,Married,House,52.0,-0.0,0,1,0,Others,3,0
F,N,Y,0,157500.0,Pensioner,Secondary,Widow,House,66.0,-0.0,0,0,0,Others,1,0
F,N,N,0,112500.0,Commercial associate,Higher education,Single,With parents,25.0,1.0,0,0,0,Laborers,1,0
M,Y,Y,0,180000.0,Working,Secondary,Married,House,48.0,1.0,0,0,0,Laborers,2,0
F,N,N,0,198000.0,Pensioner,Secondary,Widow,House,61.0,-0.0,0,1,0,Others,1,0
F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House,31.0,7.0,0,0,0,Others,3,0
M,N,N,0,67500.0,State servant,Secondary,Married,House,32.0,8.0,0,0,0,Laborers,2,0
F,Y,N,0,315000.0,Commercial associate,Secondary,Civil marriage,House,55.0,3.0,0,1,0,Core staff,2,0
F,Y,Y,0,148500.0,Commercial associate,Secondary,Married,Office apartment,47.0,7.0,0,0,0,Core staff,2,0
F,Y,Y,0,202500.0,Working,Higher education,Widow,House,33.0,5.0,0,0,0,Managers,1,0
M,Y,Y,0,180000.0,Working,Secondary,Married,House,60.0,7.0,0,0,0,Drivers,2,0
F,N,Y,0,90000.0,Working,Secondary,Married,House,30.0,3.0,0,0,0,Others,2,0
M,Y,Y,1,135000.0,Working,Secondary,Married,House,42.0,9.0,1,0,0,Low-skill Laborers,3,0
F,N,Y,0,135000.0,State servant,Incomplete higher,Single,With parents,28.0,6.0,0,1,1,Others,1,0
F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House,28.0,3.0,1,0,0,Others,2,0
F,N,Y,0,112500.0,Working,Secondary,Married,House,51.0,2.0,0,0,0,High skill tech staff,2,0
M,Y,N,0,135000.0,Working,Secondary,Married,House,29.0,4.0,1,0,0,Sales staff,2,0
M,Y,Y,0,360000.0,Pensioner,Secondary,Married,House,39.0,-0.0,0,0,0,Others,2,0
F,N,N,2,171000.0,Working,Secondary,Married,House,41.0,4.0,1,1,0,Core staff,4,0
F,N,N,1,40500.0,State servant,Secondary,Married,Rented apartment,36.0,6.0,0,0,0,Cooking staff,3,0
F,N,N,0,130500.0,Working,Secondary,Civil marriage,House,42.0,14.0,0,1,0,Cleaning staff,2,0
F,N,N,0,306000.0,Commercial associate,Higher education,Married,House,30.0,4.0,0,0,0,Managers,2,0
F,Y,N,0,202500.0,Commercial associate,Secondary,Married,Municipal apartment,59.0,4.0,0,1,0,Accountants,2,0
F,N,Y,0,112500.0,Working,Secondary,Married,House,64.0,2.0,0,0,0,Others,2,0
M,Y,N,2,112500.0,Working,Secondary,Married,House,36.0,1.0,0,1,0,Laborers,4,0
F,N,N,0,90000.0,Working,Secondary,Married,House,48.0,9.0,1,1,0,Secretaries,2,0
F,Y,N,0,153000.0,Pensioner,Secondary,Widow,House,65.0,-0.0,0,1,0,Others,1,0
F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,31.0,2.0,0,0,1,Accountants,3,0
F,N,Y,0,180000.0,Pensioner,Secondary,Single,House,57.0,-0.0,0,0,0,Others,1,0
F,N,N,0,112500.0,Pensioner,Secondary,Married,House,59.0,-0.0,0,0,0,Others,2,0
F,N,N,0,90000.0,Working,Higher education,Separated,House,60.0,5.0,0,0,0,Core staff,1,0
M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House,38.0,6.0,0,0,0,Core staff,4,0
M,Y,Y,0,247500.0,State servant,Secondary,Civil marriage,House,33.0,5.0,0,0,0,High skill tech staff,2,0
M,N,N,0,112500.0,Pensioner,Secondary,Married,House,64.0,-0.0,0,1,0,Others,2,0
F,Y,Y,1,67500.0,Working,Secondary,Married,House,36.0,3.0,0,1,1,Laborers,3,0
M,N,Y,2,360000.0,State servant,Higher education,Married,House,44.0,16.0,0,1,0,Managers,4,0
M,Y,N,3,360000.0,Commercial associate,Secondary,Married,House,42.0,5.0,0,0,0,Managers,5,0
F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House,30.0,1.0,0,1,0,Managers,4,0
F,N,Y,0,157500.0,Working,Secondary,Married,House,42.0,4.0,0,1,0,Cleaning staff,2,0
M,N,Y,0,135000.0,Pensioner,Secondary,Civil marriage,House,64.0,-0.0,0,1,0,Others,2,0
F,N,Y,0,166500.0,Working,Incomplete higher,Married,House,30.0,12.0,0,0,1,Laborers,2,0
M,N,Y,0,225000.0,Working,Secondary,Married,House,56.0,9.0,0,0,0,Medicine staff,2,0
F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single,House,49.0,1.0,0,0,0,Accountants,1,0
M,Y,Y,0,247500.0,State servant,Secondary,Civil marriage,House,33.0,5.0,0,0,0,High skill tech staff,2,0
F,Y,Y,0,315000.0,Working,Higher education,Married,House,59.0,2.0,0,0,1,Others,2,0
F,N,N,1,90000.0,Working,Secondary,Married,With parents,28.0,3.0,0,0,0,Others,3,0
M,N,Y,2,270000.0,Working,Secondary,Married,House,35.0,10.0,0,0,0,Security staff,4,0
F,Y,Y,0,243000.0,Working,Secondary,Single,House,41.0,6.0,0,0,0,Sales staff,1,0
M,Y,Y,1,180000.0,Commercial associate,Secondary,Married,House,44.0,6.0,0,1,0,High skill tech staff,3,0
M,N,Y,2,112500.0,Working,Secondary,Married,House,44.0,5.0,0,0,0,Security staff,4,0
F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,54.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,117000.0,Working,Secondary,Married,House,48.0,13.0,0,0,0,Managers,2,0
F,N,N,0,202500.0,Working,Secondary,Married,With parents,36.0,1.0,1,1,0,Managers,2,0
F,Y,Y,0,270000.0,Pensioner,Secondary,Married,House,67.0,-0.0,0,0,0,Others,2,0
M,N,Y,0,202500.0,Commercial associate,Secondary,Married,House,23.0,3.0,1,0,1,Core staff,2,0
F,N,N,0,135000.0,Working,Secondary,Single,House,47.0,19.0,0,0,0,Others,1,0
F,N,Y,0,216000.0,Working,Secondary,Married,House,43.0,5.0,1,0,0,Core staff,2,0
F,N,Y,0,135000.0,Working,Secondary,Widow,House,40.0,3.0,0,1,0,Managers,1,0
F,N,N,1,225000.0,Commercial associate,Secondary,Married,House,29.0,10.0,1,1,1,Realty agents,3,0
M,Y,N,0,81000.0,Working,Secondary,Married,House,49.0,9.0,1,1,0,Laborers,2,0
M,Y,Y,1,180000.0,Working,Secondary,Civil marriage,House,39.0,11.0,0,0,0,Managers,3,0
M,Y,N,0,292500.0,Pensioner,Secondary,Married,House,52.0,-0.0,0,0,0,Others,2,0
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,14.0,1,0,0,Managers,2,0
F,N,Y,0,157500.0,Working,Secondary,Married,House,51.0,10.0,0,0,0,Core staff,2,0
F,N,Y,0,157500.0,Commercial associate,Secondary,Single,House,50.0,10.0,0,1,1,Others,1,0
M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House,34.0,4.0,0,0,0,Core staff,4,0
F,Y,Y,0,180000.0,Working,Secondary,Widow,House,43.0,12.0,0,0,0,Sales staff,1,0
F,N,Y,0,45000.0,Pensioner,Secondary,Married,House,57.0,-0.0,0,1,0,Others,2,0
F,N,Y,1,315000.0,State servant,Secondary,Civil marriage,House,31.0,7.0,0,0,1,Core staff,3,0
F,N,N,2,90000.0,Working,Secondary,Married,House,33.0,1.0,1,0,0,Others,4,0
M,Y,Y,1,148500.0,Working,Secondary,Married,House,41.0,15.0,0,0,0,Laborers,3,0
F,Y,N,0,135000.0,Working,Secondary,Married,House,53.0,19.0,1,1,0,Cleaning staff,2,0
M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House,53.0,7.0,0,1,0,Managers,2,0
M,N,N,1,360000.0,Working,Secondary,Married,House,42.0,8.0,1,0,1,Managers,3,0
F,N,N,0,90000.0,Working,Secondary,Civil marriage,House,32.0,10.0,1,0,0,Waiters,2,0
M,N,N,0,157500.0,Working,Secondary,Married,House,48.0,10.0,0,1,0,Managers,2,0
M,N,Y,2,135000.0,Working,Secondary,Married,House,32.0,13.0,0,0,0,Laborers,4,0
F,N,N,1,292500.0,Working,Incomplete higher,Married,House,35.0,12.0,1,1,0,Sales staff,3,0
F,N,N,0,112500.0,State servant,Secondary,Widow,House,53.0,15.0,1,0,0,Others,1,0
F,N,Y,0,216000.0,Working,Secondary,Single,House,50.0,9.0,0,0,0,Medicine staff,1,0
M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House,29.0,8.0,0,1,0,Laborers,2,0
M,Y,N,1,135000.0,Working,Secondary,Married,House,52.0,6.0,0,1,0,Laborers,3,0
